"step","raw_Linker_Effective_Length","Link Length"
66,6.630000114440918,"7~15"
67,6.199999809265137,"7~15"
68,6.448979377746582,"7~15"
69,6.565656661987305,"7~15"
70,6.474747657775879,"7~15"
71,6.959596157073975,"7~15"
72,7.242424011230469,"7~15"
73,7.699999809265137,"7~15"
74,8.13131332397461,"7~15"
75,7.919191837310791,"7~15"
76,8.609999656677246,"7~15"
77,8.050504684448242,"7~15"
78,9.140000343322754,"7~15"
79,9.260000228881836,"7~15"
80,10,"7~15"
81,9.710000038146973,"7~15"
82,9.5600004196167,"7~15"
83,8.939393997192383,"7~15"
84,8.677083015441895,"7~15"
85,9.069999694824219,"7~15"
86,8.969388008117676,"7~15"
87,8.663265228271484,"7~15"
88,8.88888931274414,"7~15"
89,8.510000228881836,"7~15"
90,8.717171669006348,"7~15"
91,8.467391014099121,"7~15"
92,9.090909004211426,"7~15"
93,8.838383674621582,"7~15"
94,8.737373352050781,"7~15"
95,8.69072151184082,"7~15"
96,9.268041610717773,"7~15"
97,9.161616325378418,"7~15"
98,9.373737335205078,"7~15"
99,10.289999961853027,"7~15"
100,9.8989896774292,"7~15"
101,10.25,"7~15"
102,10.229999542236328,"7~15"
103,10.535353660583496,"7~15"
104,11.180000305175781,"7~15"
105,12.029999732971191,"7~15"
106,11.130000114440918,"7~15"
107,11.890000343322754,"7~15"
108,11.636363983154297,"7~15"
109,10.9399995803833,"7~15"
110,10.949999809265137,"7~15"
111,11.279999732971191,"7~15"
112,9.970000267028809,"7~15"
113,10.920000076293945,"7~15"
114,10.140000343322754,"7~15"
115,8.989898681640625,"7~15"
116,9.119999885559082,"7~15"
117,8.279999732971191,"7~15"
118,8.649999618530273,"7~15"
119,9.040816307067871,"7~15"
120,8.460000038146973,"7~15"
121,9.619999885559082,"7~15"
122,9.119999885559082,"7~15"
123,9.181818008422852,"7~15"
124,9.470000267028809,"7~15"
125,8.680000305175781,"7~15"
126,10.050000190734863,"7~15"
127,8.770000457763672,"7~15"
128,8.5,"7~15"
129,7.989999771118164,"7~15"
130,8.8100004196167,"7~15"
131,7.5858588218688965,"7~15"
132,7.323232173919678,"7~15"
133,7.690000057220459,"7~15"
134,7.726315975189209,"7~15"
135,8.26530647277832,"7~15"
136,7.556701183319092,"7~15"
137,8.470000267028809,"7~15"
138,7.868686676025391,"7~15"
139,8.252525329589844,"7~15"
140,8.333333015441895,"7~15"
141,9.069999694824219,"7~15"
142,9.255102157592773,"7~15"
143,8.930000305175781,"7~15"
144,8.676767349243164,"7~15"
145,9.020201683044434,"7~15"
146,8.949495315551758,"7~15"
147,9.25,"7~15"
148,9.300000190734863,"7~15"
149,9.170000076293945,"7~15"
150,9.130000114440918,"7~15"
151,8.57575798034668,"7~15"
152,8.079999923706055,"7~15"
153,7.559999942779541,"7~15"
154,8.346939086914062,"7~15"
155,7.889999866485596,"7~15"
156,7.181818008422852,"7~15"
157,8.432990074157715,"7~15"
158,7.125,"7~15"
159,7.059999942779541,"7~15"
160,7.409999847412109,"7~15"
161,6.791666507720947,"7~15"
162,6.474226951599121,"7~15"
163,6.78787899017334,"7~15"
164,6.525252342224121,"7~15"
165,6.4242424964904785,"7~15"
166,6.4141411781311035,"7~15"
167,6.349999904632568,"7~15"
168,6.363636493682861,"7~15"
169,6.7272725105285645,"7~15"
170,6.755102157592773,"7~15"
171,6.53000020980835,"7~15"
172,6.333333492279053,"7~15"
173,6.878787994384766,"7~15"
174,6.7040815353393555,"7~15"
175,6.929999828338623,"7~15"
176,7.260000228881836,"7~15"
177,7.260000228881836,"7~15"
178,7.28000020980835,"7~15"
179,7.360000133514404,"7~15"
180,8,"7~15"
181,7.289999961853027,"7~15"
182,8.050000190734863,"7~15"
183,8.272727012634277,"7~15"
184,7.96999979019165,"7~15"
185,7.96999979019165,"7~15"
186,8.010101318359375,"7~15"
187,7.989999771118164,"7~15"
188,7.679999828338623,"7~15"
189,8.359999656677246,"7~15"
190,8.279999732971191,"7~15"
191,8.550000190734863,"7~15"
192,8.449999809265137,"7~15"
193,8.040404319763184,"7~15"
194,8.65999984741211,"7~15"
195,8.383838653564453,"7~15"
196,8.333333015441895,"7~15"
197,8.76767635345459,"7~15"
198,8.191919326782227,"7~15"
199,7.800000190734863,"7~15"
0,11.999999999999996,"No RL"
1,10.85714285714285,"No RL"
2,13.911764705882355,"No RL"
3,12.471698113207545,"No RL"
4,9.476923076923075,"No RL"
5,12.416666666666666,"No RL"
6,11.244897959183676,"No RL"
7,10.431818181818178,"No RL"
8,14.231884057971016,"No RL"
9,11.508196721311474,"No RL"
10,10.45454545454545,"No RL"
11,12.130434782608692,"No RL"
12,10,"No RL"
13,10.59420289855072,"No RL"
14,10.919354838709678,"No RL"
15,11.415384615384617,"No RL"
16,12.827160493827162,"No RL"
17,12.400000000000002,"No RL"
18,12.202702702702709,"No RL"
19,11.70588235294117,"No RL"
20,11.462962962962955,"No RL"
21,13.047619047619046,"No RL"
22,13.987341772151899,"No RL"
23,11.063492063492063,"No RL"
24,11.203124999999993,"No RL"
25,13.291666666666664,"No RL"
26,11.818181818181815,"No RL"
27,12.833333333333327,"No RL"
28,11.216216216216216,"No RL"
29,11.761904761904752,"No RL"
30,10.219999999999997,"No RL"
31,12.671232876712333,"No RL"
32,15.537037037037038,"No RL"
33,12.480769230769223,"No RL"
34,10.857142857142856,"No RL"
35,10.313725490196072,"No RL"
36,11.822222222222225,"No RL"
37,11.893617021276594,"No RL"
38,13.411764705882351,"No RL"
39,12.539999999999997,"No RL"
40,12.310344827586206,"No RL"
41,13.66666666666667,"No RL"
42,11.417910447761189,"No RL"
43,14.631578947368416,"No RL"
44,11.755555555555551,"No RL"
45,12.458333333333332,"No RL"
46,13.538461538461537,"No RL"
47,10.020833333333329,"No RL"
48,8.97058823529412,"No RL"
49,15.557142857142855,"No RL"
50,10.17142857142857,"No RL"
51,11.113207547169809,"No RL"
52,8.799999999999995,"No RL"
53,13.703124999999995,"No RL"
54,10.961538461538463,"No RL"
55,12.246753246753245,"No RL"
56,13.830769230769228,"No RL"
57,9.705882352941176,"No RL"
58,9.891891891891891,"No RL"
59,13.312499999999998,"No RL"
60,16.113924050632917,"No RL"
61,11.750000000000002,"No RL"
62,9.749999999999996,"No RL"
63,12.150943396226415,"No RL"
64,12.14583333333333,"No RL"
65,12.230769230769225,"No RL"
66,14.564705882352946,"No RL"
67,15.052631578947366,"No RL"
68,11.634920634920634,"No RL"
69,9.560975609756095,"No RL"
70,9.38775510204081,"No RL"
71,10.339622641509438,"No RL"
72,11.115384615384619,"No RL"
73,12.839285714285706,"No RL"
74,9.437499999999998,"No RL"
75,10.537037037037036,"No RL"
76,12.107142857142854,"No RL"
77,10.52238805970149,"No RL"
78,10.428571428571425,"No RL"
79,12.938775510204081,"No RL"
80,12.095238095238091,"No RL"
81,11.099999999999994,"No RL"
82,15.30263157894737,"No RL"
83,11.836065573770489,"No RL"
84,12.39393939393939,"No RL"
85,10.018867924528301,"No RL"
86,11.51111111111111,"No RL"
87,11.177215189873415,"No RL"
88,9.742857142857138,"No RL"
89,12.775862068965514,"No RL"
90,12.73076923076923,"No RL"
91,12.787234042553187,"No RL"
92,13.452054794520553,"No RL"
93,15.26984126984127,"No RL"
94,11.70786516853933,"No RL"
95,12.228571428571422,"No RL"
96,9.477272727272727,"No RL"
97,13.743589743589745,"No RL"
98,11.418181818181813,"No RL"
99,13.697368421052634,"No RL"
100,9.07894736842105,"No RL"
101,9.709090909090909,"No RL"
102,14.064516129032258,"No RL"
103,15.085714285714293,"No RL"
104,15.371794871794874,"No RL"
105,9.299999999999997,"No RL"
106,11.25454545454545,"No RL"
107,9.938775510204078,"No RL"
108,12.767857142857144,"No RL"
109,10.826086956521738,"No RL"
110,10.499999999999995,"No RL"
111,9.408450704225348,"No RL"
112,12.439999999999998,"No RL"
113,14.727272727272721,"No RL"
114,10.724137931034482,"No RL"
115,13.31944444444444,"No RL"
116,11.068493150684937,"No RL"
117,10.866666666666664,"No RL"
118,10.465116279069765,"No RL"
119,10.901639344262293,"No RL"
120,11.093749999999996,"No RL"
121,12.09090909090909,"No RL"
122,11.48888888888889,"No RL"
123,12.04838709677419,"No RL"
124,11.309859154929587,"No RL"
125,14.358974358974356,"No RL"
126,11.123287671232868,"No RL"
127,14.746987951807228,"No RL"
128,11.030303030303036,"No RL"
129,12.488372093023258,"No RL"
130,13.626666666666667,"No RL"
131,13.812499999999996,"No RL"
132,10.615384615384611,"No RL"
133,9.561403508771928,"No RL"
134,12.508196721311473,"No RL"
135,9.172413793103445,"No RL"
136,11.944444444444443,"No RL"
137,14.103448275862064,"No RL"
138,11.734693877551017,"No RL"
139,12.640624999999996,"No RL"
140,11.877551020408161,"No RL"
141,12.51020408163265,"No RL"
142,13.53968253968254,"No RL"
143,16.603174603174605,"No RL"
144,13.315789473684205,"No RL"
145,13.241935483870966,"No RL"
146,12.9078947368421,"No RL"
147,9.791666666666664,"No RL"
148,10.977272727272725,"No RL"
149,11.374999999999996,"No RL"
150,13.557692307692303,"No RL"
151,11.347222222222221,"No RL"
152,13.824999999999996,"No RL"
153,11.905405405405407,"No RL"
154,15.16666666666666,"No RL"
155,10.902777777777775,"No RL"
156,13.333333333333327,"No RL"
157,13.095890410958907,"No RL"
158,10.043478260869561,"No RL"
159,9.274509803921568,"No RL"
160,10.029411764705882,"No RL"
161,11.857142857142856,"No RL"
162,11.333333333333334,"No RL"
163,11.425531914893616,"No RL"
164,13.26315789473684,"No RL"
165,9.982142857142854,"No RL"
166,10.64102564102564,"No RL"
167,10.827586206896546,"No RL"
168,12.926470588235295,"No RL"
169,11.089285714285712,"No RL"
170,10.961538461538458,"No RL"
171,12.725490196078429,"No RL"
172,10.424999999999997,"No RL"
173,10.859649122807015,"No RL"
174,11.737704918032788,"No RL"
175,11.630434782608695,"No RL"
176,8.342105263157894,"No RL"
177,11.67391304347826,"No RL"
178,10.71666666666666,"No RL"
179,9.93877551020408,"No RL"
180,13.283783783783786,"No RL"
181,12.406249999999996,"No RL"
182,13.31645569620253,"No RL"
183,11.361111111111109,"No RL"
184,12.844155844155841,"No RL"
185,10.636363636363633,"No RL"
186,9.412698412698413,"No RL"
187,8.063829787234038,"No RL"
188,11.811320754716979,"No RL"
189,12.307692307692308,"No RL"
190,12.186046511627904,"No RL"
191,12.000000000000007,"No RL"
192,10.135593220338984,"No RL"
193,11.899999999999995,"No RL"
194,10.666666666666666,"No RL"
195,11.138461538461538,"No RL"
196,16.158536585365855,"No RL"
197,14.75471698113207,"No RL"
198,13,"No RL"
199,10.769230769230774,"No RL"
