"step","Tanimoto_ROCS_sim","Custom_alerts","Linker_Num_Aromatic_Rings","Linker_Effective_Length","ADV","PostDock_Tanimoto_ROCS_sim","raw_Linker_Num_Aromatic_Rings","raw_Linker_Effective_Length","raw_ADV","Valid_SMILES","Number_of_SMILES_found","Average_score","low_upper","Link Length","model"
10,0.24354520440101624,0.8999999761581421,0.9200000166893005,0.8899999856948853,0.6911985278129578,0.17631065845489502,0.8500000238418579,9.739999771118164,-4.86046028137207,96,890,0.6269374489784241,"7_15","7~15","Prior-model-1"
11,0.22681543231010437,0.9292929172515869,0.9090909361839294,0.8787878751754761,0.7255149483680725,0.1902918964624405,0.9191918969154358,9.494949340820312,-6.689757823944092,96.96969604492188,983,0.6277693510055542,"7_15","7~15","Prior-model-1"
12,0.23300808668136597,0.9191918969154358,0.9090909361839294,0.9292929172515869,0.8365918397903442,0.21759942173957825,0.9292929172515869,9.202020645141602,-9.2017183303833,97.97979736328125,1074,0.6362936496734619,"7_15","7~15","Prior-model-1"
13,0.2248227894306183,0.8787878751754761,0.939393937587738,0.8383838534355164,0.7835665345191956,0.18767035007476807,0.8383838534355164,8.707070350646973,-8.109110832214355,96.96969604492188,1168,0.6233664155006409,"7_15","7~15","Prior-model-1"
14,0.22386014461517334,0.8799999952316284,0.9100000262260437,0.8700000047683716,0.7001469135284424,0.18894602358341217,0.7599999904632568,9.279999732971191,-6.320199966430664,95,1259,0.6000406742095947,"7_15","7~15","Prior-model-1"
15,0.24152633547782898,0.9800000190734863,0.9800000190734863,0.8700000047683716,0.8364161849021912,0.1592395156621933,0.8600000143051147,9.449999809265137,-9.89404010772705,100,1349,0.5859999656677246,"7_15","7~15","Prior-model-1"
16,0.21293838322162628,0.8989899158477783,0.9595959782600403,0.8484848737716675,0.7865588068962097,0.2022799849510193,0.7676767706871033,8.91919231414795,-9.496232032775879,95.9595947265625,1431,0.5254243612289429,"7_15","7~15","Prior-model-1"
17,0.2199387103319168,0.9100000262260437,0.9700000286102295,0.8500000238418579,0.7823366522789001,0.2090182900428772,0.5199999809265137,9.319999694824219,-7.5477705001831055,97,1518,0.5487247705459595,"7_15","7~15","Prior-model-1"
18,0.24112321436405182,0.9700000286102295,0.9800000190734863,0.9100000262260437,0.7519711256027222,0.1947803497314453,0.7900000214576721,10.75,-6.404670238494873,99,1612,0.6329907774925232,"7_15","7~15","Prior-model-1"
19,0.22912468016147614,0.8999999761581421,0.9399999976158142,0.8399999737739563,0.6712907552719116,0.16794979572296143,0.6100000143051147,10.65999984741211,-5.496960639953613,95,1704,0.5992066264152527,"7_15","7~15","Prior-model-1"
20,0.23633703589439392,0.8673469424247742,0.9591836929321289,0.8469387888908386,0.7266143560409546,0.18724191188812256,0.6632652878761292,10.255102157592773,-4.318816184997559,96.93877410888672,1794,0.5586477518081665,"7_15","7~15","Prior-model-1"
21,0.22185033559799194,0.8999999761581421,0.9399999976158142,0.75,0.6438513398170471,0.1237928494811058,0.5,11.84000015258789,-4.6817498207092285,95,1888,0.5776340961456299,"7_15","7~15","Prior-model-1"
22,0.21620135009288788,0.8600000143051147,0.9300000071525574,0.8399999737739563,0.6367418169975281,0.16399146616458893,0.6200000047683716,10.789999961853027,-4.9980902671813965,94,1976,0.5490893721580505,"7_15","7~15","Prior-model-1"
23,0.23442398011684418,0.9696969985961914,0.9696969985961914,0.8383838534355164,0.7790552973747253,0.12876830995082855,0.5252525210380554,10.1010103225708,-6.923322677612305,98.98989868164062,2066,0.6075774431228638,"7_15","7~15","Prior-model-1"
24,0.23612670600414276,0.9599999785423279,0.9599999785423279,0.8700000047683716,0.6912239789962769,0.1575118750333786,0.5400000214576721,10.8100004196167,-5.812750339508057,98,2152,0.5742944478988647,"7_15","7~15","Prior-model-1"
25,0.24635599553585052,0.9599999785423279,0.9900000095367432,0.8600000143051147,0.8388480544090271,0.23741580545902252,0.6399999856948853,8.9399995803833,-9.449270248413086,99,2231,0.546328067779541,"7_15","7~15","Prior-model-1"
26,0.23425264656543732,0.9399999976158142,0.9900000095367432,0.8899999856948853,0.8576286435127258,0.2079465538263321,0.6800000071525574,9.420000076293945,-9.893730163574219,99,2313,0.5430492162704468,"7_15","7~15","Prior-model-1"
27,0.23632213473320007,0.8999999761581421,0.9800000190734863,0.9100000262260437,0.8222383856773376,0.1627402901649475,0.5699999928474426,9.5600004196167,-8.143659591674805,98,2397,0.5400190949440002,"7_15","7~15","Prior-model-1"
28,0.23992234468460083,0.9797979593276978,0.9797979593276978,0.9292929172515869,0.797392725944519,0.19166997075080872,0.6666666865348816,10.404040336608887,-8.144373893737793,97.97979736328125,2482,0.6159040927886963,"7_15","7~15","Prior-model-1"
29,0.2465178221464157,0.9489796161651611,0.9897959232330322,0.9387755393981934,0.8575483560562134,0.204976886510849,0.6734693646430969,9.857142448425293,-8.474071502685547,100,2565,0.5811775922775269,"7_15","7~15","Prior-model-1"
30,0.24165673553943634,0.9599999785423279,0.9700000286102295,0.9399999976158142,0.8506839871406555,0.2180650383234024,0.7900000214576721,9.430000305175781,-10.651261329650879,98,2650,0.60846346616745,"7_15","7~15","Prior-model-1"
31,0.22717933356761932,0.9599999785423279,0.9900000095367432,0.9300000071525574,0.8285118937492371,0.23688270151615143,0.7799999713897705,9.460000038146973,-9.291500091552734,99,2734,0.6073520183563232,"7_15","7~15","Prior-model-1"
32,0.23361970484256744,0.9795918464660645,0.9591836929321289,0.9285714030265808,0.793237030506134,0.21988187730312347,0.9693877696990967,10.295918464660645,-8.97923469543457,98.9795913696289,2818,0.6186960935592651,"7_15","7~15","Prior-model-1"
33,0.2346147745847702,0.9800000190734863,1,0.9100000262260437,0.8682768940925598,0.19737915694713593,0.8500000238418579,10.09000015258789,-9.707160949707031,100,2898,0.581858217716217,"7_15","7~15","Prior-model-1"
34,0.2283610850572586,0.9800000190734863,0.9800000190734863,0.9300000071525574,0.6823440790176392,0.2018001526594162,0.8999999761581421,11.720000267028809,-4.113850116729736,99,2988,0.6179707050323486,"7_15","7~15","Prior-model-1"
35,0.23941896855831146,0.9900000095367432,0.9800000190734863,0.9100000262260437,0.6560428738594055,0.13779611885547638,0.8500000238418579,12.180000305175781,-4.591710090637207,100,3082,0.6276757121086121,"7_15","7~15","Prior-model-1"
36,0.24486283957958221,0.949999988079071,0.9900000095367432,0.9399999976158142,0.7194973230361938,0.1629771590232849,0.8700000047683716,11.550000190734863,-4.095919609069824,100,3166,0.5430476665496826,"7_15","7~15","Prior-model-1"
37,0.24484461545944214,0.9599999785423279,0.9800000190734863,0.949999988079071,0.7392652630805969,0.19734829664230347,0.8999999761581421,11.489999771118164,-6.282469272613525,100,3253,0.599561333656311,"7_15","7~15","Prior-model-1"
38,0.23670899868011475,0.9900000095367432,0.9700000286102295,0.9300000071525574,0.6331120133399963,0.17857155203819275,0.9800000190734863,12.029999732971191,-3.001499891281128,99,3347,0.6494696140289307,"7_15","7~15","Prior-model-1"
39,0.23970788717269897,0.9800000190734863,0.9700000286102295,0.8500000238418579,0.6440953016281128,0.15632806718349457,0.9200000166893005,12.449999809265137,-3.9684505462646484,99,3442,0.6201443672180176,"7_15","7~15","Prior-model-1"
40,0.23651012778282166,0.9700000286102295,0.9800000190734863,0.8999999761581421,0.630558431148529,0.14657607674598694,0.9900000095367432,12.069999694824219,-4.257450103759766,99,3531,0.5689172744750977,"7_15","7~15","Prior-model-1"
41,0.2424919158220291,0.9599999785423279,0.949999988079071,0.9399999976158142,0.7046208381652832,0.16170330345630646,0.9800000190734863,11.140000343322754,-5.667449951171875,99,3621,0.5982462167739868,"7_15","7~15","Prior-model-1"
42,0.2350964993238449,1,1,0.9599999785423279,0.7237992286682129,0.2124599814414978,0.8999999761581421,10.8100004196167,-6.28994083404541,100,3707,0.6190452575683594,"7_15","7~15","Prior-model-1"
43,0.24381154775619507,0.9900000095367432,0.9599999785423279,0.9599999785423279,0.8298091888427734,0.20635682344436646,0.9300000071525574,10.199999809265137,-8.436360359191895,100,3786,0.5659058690071106,"7_15","7~15","Prior-model-1"
44,0.23263727128505707,0.939393937587738,0.9696969985961914,0.8888888955116272,0.7811535000801086,0.22771447896957397,0.808080792427063,9.606060981750488,-8.628636360168457,96.96969604492188,3869,0.6005954742431641,"7_15","7~15","Prior-model-1"
45,0.23487134277820587,0.9399999976158142,0.949999988079071,0.9399999976158142,0.8099261522293091,0.2173999845981598,0.8500000238418579,9.569999694824219,-9.6091890335083,98,3951,0.5634478330612183,"7_15","7~15","Prior-model-1"
46,0.2333512157201767,0.9700000286102295,0.9800000190734863,0.8600000143051147,0.8290637731552124,0.19866304099559784,0.7799999713897705,9.220000267028809,-9.751350402832031,98,4032,0.569649338722229,"7_15","7~15","Prior-model-1"
47,0.24570967257022858,0.9700000286102295,0.9700000286102295,0.9900000095367432,0.7629448771476746,0.1856584995985031,0.8399999737739563,10.069999694824219,-8.705430030822754,100,4123,0.6304354071617126,"7_15","7~15","Prior-model-1"
48,0.23154136538505554,0.9800000190734863,0.9700000286102295,0.9300000071525574,0.8258035182952881,0.23119346797466278,0.7799999713897705,9.430000305175781,-9.228619575500488,98,4210,0.6238122582435608,"7_15","7~15","Prior-model-1"
49,0.2349698692560196,0.949999988079071,0.9599999785423279,0.9200000166893005,0.7846584916114807,0.1942051500082016,0.7599999904632568,9.449999809265137,-8.141610145568848,97,4297,0.5720052123069763,"7_15","7~15","Prior-model-1"
50,0.23592139780521393,0.949999988079071,0.949999988079071,0.9399999976158142,0.7806620001792908,0.21118465065956116,0.75,10.220000267028809,-8.01826000213623,98,4388,0.6031624674797058,"7_15","7~15","Prior-model-1"
51,0.22701577842235565,0.9900000095367432,0.9800000190734863,0.8600000143051147,0.8319746255874634,0.19957992434501648,0.5099999904632568,9.140000343322754,-9.434200286865234,100,4480,0.6165863871574402,"7_15","7~15","Prior-model-1"
52,0.22661274671554565,0.9599999785423279,0.9800000190734863,0.9399999976158142,0.8377605676651001,0.19777034223079681,0.4300000071525574,9.630000114440918,-9.792889595031738,98,4569,0.6005343198776245,"7_15","7~15","Prior-model-1"
53,0.22159673273563385,0.9399999976158142,0.9399999976158142,0.9300000071525574,0.5836501121520996,0.1562948375940323,0.3700000047683716,11.010000228881836,-1.657010555267334,95,4661,0.6037222146987915,"7_15","7~15","Prior-model-1"
54,0.21909216046333313,0.9399999976158142,0.9599999785423279,0.9100000262260437,0.7224719524383545,0.2175254076719284,0.38999998569488525,10.039999961853027,-6.507740020751953,96,4754,0.6247109174728394,"7_15","7~15","Prior-model-1"
55,0.22145333886146545,0.8999999761581421,0.9399999976158142,0.9100000262260437,0.7136191725730896,0.15474650263786316,0.33000001311302185,9.390000343322754,-6.049789905548096,94,4844,0.6248034834861755,"7_15","7~15","Prior-model-1"
56,0.2194865345954895,0.949999988079071,0.949999988079071,0.9200000166893005,0.665190577507019,0.21586106717586517,0.2199999988079071,10.739999771118164,-5.692899703979492,95,4936,0.6671739220619202,"7_15","7~15","Prior-model-1"
57,0.2194376438856125,0.9599999785423279,0.9800000190734863,0.9200000166893005,0.7786638736724854,0.17336203157901764,0.15000000596046448,10.789999961853027,-7.794060230255127,98,5028,0.652570903301239,"7_15","7~15","Prior-model-1"
58,0.22301849722862244,0.9800000190734863,0.9900000095367432,0.8799999952316284,0.6190479397773743,0.14854446053504944,0.14000000059604645,12.039999961853027,-2.98760986328125,99,5125,0.6398069858551025,"7_15","7~15","Prior-model-1"
59,0.21869486570358276,0.9700000286102295,0.9800000190734863,0.9700000286102295,0.7530006170272827,0.1546230912208557,0.15000000596046448,10.539999961853027,-6.878280162811279,98,5219,0.6774408221244812,"7_15","7~15","Prior-model-1"
60,0.2252439260482788,0.9800000190734863,1,0.949999988079071,0.8270039558410645,0.22889062762260437,0.20999999344348907,9.569999694824219,-9.359950065612793,100,5312,0.679185152053833,"7_15","7~15","Prior-model-1"
61,0.2266838401556015,0.9898989796638489,0.9797979593276978,0.9494949579238892,0.823662519454956,0.23391593992710114,0.10101009905338287,10.13131332397461,-8.47856616973877,98.98989868164062,5402,0.685060977935791,"7_15","7~15","Prior-model-1"
62,0.22112226486206055,1,0.9900000095367432,0.9200000166893005,0.7926754951477051,0.23527221381664276,0.20999999344348907,9.460000038146973,-8.7489595413208,100,5496,0.6813091039657593,"7_15","7~15","Prior-model-1"
63,0.21424968540668488,1,1,0.949999988079071,0.8699731230735779,0.23538972437381744,0.09000000357627869,9.34000015258789,-10.450350761413574,100,5586,0.6811335682868958,"7_15","7~15","Prior-model-1"
64,0.22348074615001678,0.9200000166893005,0.9700000286102295,0.9200000166893005,0.7843331694602966,0.2198547124862671,0.10000000149011612,10.220000267028809,-7.209420204162598,97,5679,0.6566036343574524,"7_15","7~15","Prior-model-1"
65,0.2158498764038086,0.9599999785423279,0.9900000095367432,0.9300000071525574,0.8608441352844238,0.2325780838727951,0.05000000074505806,9.149999618530273,-10.016490936279297,99,5772,0.6825021505355835,"7_15","7~15","Prior-model-1"
66,0.22432474792003632,1,1,0.7395833134651184,0.8978753089904785,0.27363479137420654,0.0625,8.072916984558105,-10.949146270751953,100,5862,0.6656693816184998,"7_15","7~15","Prior-model-1"
67,0.2370217889547348,0.939393937587738,0.9898989796638489,0.9090909361839294,0.8906363248825073,0.20689734816551208,0.16161616146564484,8.858586311340332,-10.64057445526123,98.98989868164062,5953,0.5684769153594971,"7_15","7~15","Prior-model-1"
68,0.22918060421943665,0.9700000286102295,0.9900000095367432,0.800000011920929,0.9527279138565063,0.25099876523017883,0.10000000149011612,7.760000228881836,-12.168828964233398,99,6035,0.5810437202453613,"7_15","7~15","Prior-model-1"
69,0.22673732042312622,0.8899999856948853,0.9599999785423279,0.8100000023841858,0.8231373429298401,0.19190284609794617,0.09000000357627869,8.109999656677246,-8.800708770751953,96,6125,0.5647483468055725,"7_15","7~15","Prior-model-1"
70,0.22763492166996002,0.9399999976158142,0.9700000286102295,0.7799999713897705,0.8715687394142151,0.19295033812522888,0.15000000596046448,7.699999809265137,-10.537130355834961,97,6217,0.5824899077415466,"7_15","7~15","Prior-model-1"
71,0.2413323074579239,0.9700000286102295,0.9900000095367432,0.7599999904632568,0.934450626373291,0.20668090879917145,0.17000000178813934,7.840000152587891,-11.67647933959961,99,6312,0.6165950298309326,"7_15","7~15","Prior-model-1"
72,0.23818375170230865,0.9599999785423279,0.9900000095367432,0.7799999713897705,0.9469637870788574,0.20864801108837128,0.07999999821186066,7.570000171661377,-11.670848846435547,99,6405,0.592022180557251,"7_15","7~15","Prior-model-1"
73,0.23643188178539276,0.949999988079071,0.9599999785423279,0.6600000262260437,0.9168328642845154,0.21676065027713776,0.10000000149011612,7.050000190734863,-11.586158752441406,96,6501,0.6218715906143188,"7_15","7~15","Prior-model-1"
74,0.2327824831008911,0.9599999785423279,0.9599999785423279,0.7599999904632568,0.8759811520576477,0.24932093918323517,0.1899999976158142,7.53000020980835,-10.604849815368652,96,6594,0.6542335748672485,"7_15","7~15","Prior-model-1"
75,0.21822454035282135,0.9090909361839294,0.939393937587738,0.8888888955116272,0.8091291189193726,0.16348668932914734,0.06060606241226196,8.090909004211426,-8.833868026733398,93.93939208984375,6684,0.6051298379898071,"7_15","7~15","Prior-model-1"
76,0.23404739797115326,0.949999988079071,0.9800000190734863,0.8899999856948853,0.8529741764068604,0.23990119993686676,0.23999999463558197,8.380000114440918,-10.117890357971191,98,6779,0.6779494285583496,"7_15","7~15","Prior-model-1"
77,0.2231239527463913,0.9200000166893005,0.949999988079071,0.8199999928474426,0.8643789887428284,0.22778043150901794,0.1899999976158142,8.6899995803833,-10.227679252624512,95,6872,0.6509454250335693,"7_15","7~15","Prior-model-1"
78,0.23256915807724,0.9300000071525574,0.9700000286102295,0.8100000023841858,0.8652957677841187,0.22367359697818756,0.25999999046325684,8,-10.746109962463379,97,6967,0.6418702006340027,"7_15","7~15","Prior-model-1"
79,0.23747244477272034,0.939393937587738,0.9696969985961914,0.9191918969154358,0.9025518298149109,0.2625279426574707,0.2929292917251587,8.717171669006348,-10.597192764282227,96.96969604492188,7059,0.6791499853134155,"7_15","7~15","Prior-model-1"
80,0.2254694700241089,0.9399999976158142,0.9599999785423279,0.9200000166893005,0.8106241822242737,0.25394824147224426,0.20999999344348907,8.430000305175781,-8.912249565124512,96,7149,0.6229512691497803,"7_15","7~15","Prior-model-1"
81,0.23542863130569458,0.9494949579238892,0.9595959782600403,0.9494949579238892,0.8453124165534973,0.2267671376466751,0.2525252401828766,9.08080768585205,-8.469050407409668,96.96969604492188,7244,0.7240845561027527,"7_15","7~15","Prior-model-1"
82,0.2369638830423355,0.9399999976158142,0.9599999785423279,0.8700000047683716,0.7947165966033936,0.23588275909423828,0.41999998688697815,9.270000457763672,-8.891409873962402,97,7335,0.6493403911590576,"7_15","7~15","Prior-model-1"
83,0.2524011433124542,0.9900000095367432,1,0.9200000166893005,0.7575705647468567,0.2201366275548935,0.4300000071525574,10.739999771118164,-7.250420570373535,100,7433,0.6928439140319824,"7_15","7~15","Prior-model-1"
84,0.23310565948486328,0.9700000286102295,0.9800000190734863,0.9399999976158142,0.744506299495697,0.21362605690956116,0.3700000047683716,10.960000038146973,-7.207910060882568,99,7532,0.7040877342224121,"7_15","7~15","Prior-model-1"
85,0.23724465072155,0.949999988079071,0.949999988079071,0.9100000262260437,0.8298248052597046,0.242009699344635,0.2800000011920929,8.9399995803833,-9.475510597229004,96,7622,0.6763257384300232,"7_15","7~15","Prior-model-1"
86,0.23463672399520874,0.9898989796638489,0.9898989796638489,0.9494949579238892,0.7142597436904907,0.1877267062664032,0.34343433380126953,10.57575798034668,-6.107151031494141,98.98989868164062,7714,0.6579526662826538,"7_15","7~15","Prior-model-1"
87,0.24592342972755432,0.9800000190734863,0.9700000286102295,0.9300000071525574,0.7103486061096191,0.19680984318256378,0.5299999713897705,10.699999809265137,-4.78095006942749,98,7809,0.6785613298416138,"7_15","7~15","Prior-model-1"
88,0.23253357410430908,0.9693877696990967,0.9693877696990967,0.8775510191917419,0.7936912178993225,0.19923809170722961,0.3265306055545807,9.693877220153809,-8.196735382080078,97.95918273925781,7901,0.674260675907135,"7_15","7~15","Prior-model-1"
89,0.22616909444332123,0.9700000286102295,0.9700000286102295,0.949999988079071,0.7933632731437683,0.2277076691389084,0.4699999988079071,9.789999961853027,-8.573099136352539,98,7994,0.6861060857772827,"7_15","7~15","Prior-model-1"
90,0.23264454305171967,0.9700000286102295,0.9800000190734863,0.949999988079071,0.7249962091445923,0.19127129018306732,0.550000011920929,9.970000267028809,-7.240049839019775,98,8091,0.6966426968574524,"7_15","7~15","Prior-model-1"
91,0.2470603883266449,0.949999988079071,0.9800000190734863,0.9300000071525574,0.8157737851142883,0.20311221480369568,0.41999998688697815,10,-8.848810195922852,98,8187,0.6852111220359802,"7_15","7~15","Prior-model-1"
92,0.24444836378097534,0.9800000190734863,0.9900000095367432,0.9399999976158142,0.840282678604126,0.22887922823429108,0.5699999928474426,9.569999694824219,-9.330649375915527,99,8286,0.7325025200843811,"7_15","7~15","Prior-model-1"
93,0.2375730276107788,0.9900000095367432,0.9900000095367432,0.9700000286102295,0.7988443970680237,0.1430044323205948,0.44999998807907104,9.90999984741211,-7.5679497718811035,100,8385,0.7106016278266907,"7_15","7~15","Prior-model-1"
94,0.2365928441286087,0.9800000190734863,0.9900000095367432,0.9900000095367432,0.7076125144958496,0.14027509093284607,0.4099999964237213,10.789999961853027,-6.074170112609863,99,8482,0.6824005246162415,"7_15","7~15","Prior-model-1"
95,0.2310217022895813,0.949999988079071,0.9700000286102295,0.9100000262260437,0.8046349287033081,0.24984078109264374,0.36000001430511475,9.930000305175781,-9.322549819946289,97,8574,0.6770785450935364,"7_15","7~15","Prior-model-1"
96,0.23195041716098785,1,1,0.9700000286102295,0.7833219766616821,0.17069579660892487,0.33000001311302185,10.170000076293945,-7.938439846038818,100,8672,0.7108117938041687,"7_15","7~15","Prior-model-1"
97,0.24059396982192993,0.9800000190734863,0.9900000095367432,0.9700000286102295,0.835456371307373,0.2236296832561493,0.44999998807907104,9.670000076293945,-8.277949333190918,100,8768,0.7056740522384644,"7_15","7~15","Prior-model-1"
98,0.2198450267314911,0.9900000095367432,0.9900000095367432,0.9399999976158142,0.7732944488525391,0.18485504388809204,0.38999998569488525,10.180000305175781,-7.775469779968262,99,8866,0.7143504619598389,"7_15","7~15","Prior-model-1"
99,0.21944892406463623,0.9900000095367432,0.9900000095367432,0.9599999785423279,0.8003084063529968,0.21438708901405334,0.28999999165534973,9.630000114440918,-8.21189022064209,99,8964,0.7313492298126221,"7_15","7~15","Prior-model-1"
100,0.24179701507091522,0.9900000095367432,0.9900000095367432,0.8199999928474426,0.9424248337745667,0.25245243310928345,0.33000001311302185,8.180000305175781,-11.903380393981934,99,9061,0.7363944053649902,"7_15","7~15","Prior-model-1"
101,0.22480733692646027,0.9900000095367432,1,0.9900000095367432,0.748223066329956,0.13924232125282288,0.33000001311302185,10.399999618530273,-7.559869766235352,100,9159,0.6973608136177063,"7_15","7~15","Prior-model-1"
102,0.22648891806602478,0.9898989796638489,1,0.7979797720909119,0.852936863899231,0.22489431500434875,0.3636363744735718,7.959596157073975,-10.099394798278809,100,9256,0.6965406537055969,"7_15","7~15","Prior-model-1"
103,0.21805116534233093,0.9700000286102295,0.9900000095367432,0.8899999856948853,0.9051049947738647,0.22317363321781158,0.33000001311302185,8.539999961853027,-11.141191482543945,99,9348,0.6876432299613953,"7_15","7~15","Prior-model-1"
104,0.23330429196357727,0.9900000095367432,1,0.9200000166893005,0.9175832271575928,0.20823153853416443,0.3499999940395355,8.649999618530273,-11.323648452758789,100,9440,0.6840395927429199,"7_15","7~15","Prior-model-1"
105,0.2132405787706375,0.9696969985961914,0.9696969985961914,0.9292929172515869,0.8363887667655945,0.17634084820747375,0.27272728085517883,9.08080768585205,-9.590424537658691,96.96969604492188,9527,0.6652494668960571,"7_15","7~15","Prior-model-1"
106,0.22262553870677948,0.9696969985961914,0.9898989796638489,0.7373737096786499,0.9246839880943298,0.26793143153190613,0.23232322931289673,7.777777671813965,-11.95779800415039,98.98989868164062,9616,0.6465307474136353,"7_15","7~15","Prior-model-1"
107,0.21387560665607452,1,0.9896907210350037,0.8247422575950623,0.8515573143959045,0.24807782471179962,0.25773194432258606,8.237112998962402,-10.714031219482422,100,9703,0.6481711268424988,"7_15","7~15","Prior-model-1"
108,0.2122127115726471,0.9898989796638489,1,0.9595959782600403,0.8717717528343201,0.16945332288742065,0.21212121844291687,9.21212100982666,-9.788990020751953,100,9798,0.7125726342201233,"7_15","7~15","Prior-model-1"
109,0.23395822942256927,1,0.9793814420700073,1,0.8667641878128052,0.12404365837574005,0.1855670064687729,9.639175415039062,-9.314298629760742,100,9886,0.6708499789237976,"7_15","7~15","Prior-model-1"
110,0.21327894926071167,0.949999988079071,1,0.8399999737739563,0.8643272519111633,0.21069401502609253,0.20000000298023224,8.739999771118164,-10.61117935180664,100,9975,0.6162505149841309,"7_15","7~15","Prior-model-1"
111,0.21661533415317535,0.9900000095367432,0.9900000095367432,0.9800000190734863,0.7897657752037048,0.12003906071186066,0.20000000298023224,9.630000114440918,-8.872200012207031,99,10064,0.6340211629867554,"7_15","7~15","Prior-model-1"
112,0.2143552303314209,1,1,0.9292929172515869,0.7929632067680359,0.17813533544540405,0.14141413569450378,9.818181991577148,-8.446272850036621,100,10149,0.6274064779281616,"7_15","7~15","Prior-model-1"
113,0.21501104533672333,0.9900000095367432,1,1,0.7287976145744324,0.17754718661308289,0.18000000715255737,10.239999771118164,-7.830529689788818,100,10243,0.6754186153411865,"7_15","7~15","Prior-model-1"
114,0.2116907238960266,1,1,0.9300000071525574,0.755513072013855,0.15335412323474884,0.23000000417232513,11.029999732971191,-7.679040431976318,100,10336,0.6629123091697693,"7_15","7~15","Prior-model-1"
115,0.22398395836353302,0.9898989796638489,1,0.939393937587738,0.5908510088920593,0.15148121118545532,0.19191919267177582,11.979798316955566,-2.835181951522827,100,10429,0.6123374104499817,"7_15","7~15","Prior-model-1"
116,0.23517106473445892,1,1,0.8571428656578064,0.6794585585594177,0.10085176676511765,0.19387754797935486,12.683673858642578,-6.208479404449463,100,10522,0.6236595511436462,"7_15","7~15","Prior-model-1"
117,0.23024873435497284,1,1,0.8181818127632141,0.6288018822669983,0.15493163466453552,0.12121212482452393,13.070707321166992,-3.9560201168060303,100,10616,0.6159595847129822,"7_15","7~15","Prior-model-1"
118,0.22012104094028473,1,1,0.9100000262260437,0.6886268854141235,0.18046298623085022,0.2800000011920929,12.149999618530273,-5.921450138092041,100,10709,0.6457695960998535,"7_15","7~15","Prior-model-1"
119,0.23020178079605103,0.9900000095367432,0.9900000095367432,0.8700000047683716,0.7142028212547302,0.14001302421092987,0.27000001072883606,12.289999961853027,-6.66703987121582,100,10802,0.6184970736503601,"7_15","7~15","Prior-model-1"
120,0.22546595335006714,1,1,0.868686854839325,0.5935975313186646,0.13290739059448242,0.16161616146564484,12.57575798034668,-3.6025149822235107,100,10893,0.5998173952102661,"7_15","7~15","Prior-model-1"
121,0.22578802704811096,1,1,0.808080792427063,0.646952211856842,0.20673055946826935,0.20202019810676575,12.717171669006348,-4.41548490524292,100,10984,0.6106153130531311,"7_15","7~15","Prior-model-1"
